id,SortinoRatio,Mean,DownSideRisk,ARZZ3,AUTM3,BBFI11B,BPNM4,BRCR11B,BRFS3,CESP6,CMIG3,CMIG4,COCE3,COCE5,CSMG3,ECOR3,EZTC3,FEXC11B,FFTL4,HGRE11,HGTX3,HTMX11B,IDVL4,JHSF3,KLBN4,KNRI11,LIGT3,MPXE3,PRSV11,RDCD3,RNEW11,SAPR4,SSBR3,STBP11,UOLL4,USIM3
2,5.976112,0.236046,0.039498,0.002061,0.004992,0.000000,0.001094,0.000723,0.019711,0.002362,0.000000,0.000000,0.000770,0.002524,0.000088,0.551601,0.000632,0.001232,0.004144,0.005212,0.001694,0.000186,0.000023,0.000000,0.001555,0.000868,0.002405,0.000077,0.000310,0.000519,0.000019,0.198635,0.000622,0.003394,0.000000,0.192546
27,5.976111,0.236150,0.039516,0.002065,0.004966,0.000000,0.001090,0.000723,0.019697,0.002363,0.000000,0.000000,0.000771,0.002528,0.000088,0.551398,0.000630,0.001233,0.004128,0.005217,0.001696,0.000186,0.000023,0.000000,0.001558,0.000867,0.002401,0.000076,0.000311,0.000518,0.000019,0.198762,0.000622,0.003389,0.000000,0.192674
19,5.976110,0.236005,0.039491,0.002058,0.005004,0.000000,0.001097,0.000724,0.019704,0.002361,0.000000,0.000000,0.000769,0.002521,0.000089,0.551698,0.000633,0.001231,0.004149,0.005208,0.001692,0.000186,0.000023,0.000000,0.001553,0.000868,0.002407,0.000077,0.000310,0.000519,0.000019,0.198586,0.000622,0.003396,0.000000,0.192499
2,5.976112,0.236046,0.039498,0.002061,0.004992,0.000000,0.001094,0.000723,0.019711,0.002362,0.000000,0.000000,0.000770,0.002524,0.000088,0.551601,0.000632,0.001232,0.004144,0.005212,0.001694,0.000186,0.000023,0.000000,0.001555,0.000868,0.002405,0.000077,0.000310,0.000519,0.000019,0.198635,0.000622,0.003394,0.000000,0.192546
27,5.976111,0.236150,0.039516,0.002065,0.004966,0.000000,0.001090,0.000723,0.019697,0.002363,0.000000,0.000000,0.000771,0.002528,0.000088,0.551398,0.000630,0.001233,0.004128,0.005217,0.001696,0.000186,0.000023,0.000000,0.001558,0.000867,0.002401,0.000076,0.000311,0.000518,0.000019,0.198762,0.000622,0.003389,0.000000,0.192674
23,5.976111,0.236147,0.039515,0.002065,0.004967,0.000000,0.001090,0.000723,0.019697,0.002363,0.000000,0.000000,0.000771,0.002528,0.000088,0.551405,0.000630,0.001233,0.004129,0.005217,0.001696,0.000186,0.000023,0.000000,0.001558,0.000867,0.002401,0.000076,0.000311,0.000518,0.000019,0.198759,0.000622,0.003389,0.000000,0.192670
2,5.976112,0.236046,0.039498,0.002061,0.004992,0.000000,0.001094,0.000723,0.019711,0.002362,0.000000,0.000000,0.000770,0.002524,0.000088,0.551601,0.000632,0.001232,0.004144,0.005212,0.001694,0.000186,0.000023,0.000000,0.001555,0.000868,0.002405,0.000077,0.000310,0.000519,0.000019,0.198635,0.000622,0.003394,0.000000,0.192546
27,5.976111,0.236150,0.039516,0.002065,0.004966,0.000000,0.001090,0.000723,0.019697,0.002363,0.000000,0.000000,0.000771,0.002528,0.000088,0.551398,0.000630,0.001233,0.004128,0.005217,0.001696,0.000186,0.000023,0.000000,0.001558,0.000867,0.002401,0.000076,0.000311,0.000518,0.000019,0.198762,0.000622,0.003389,0.000000,0.192674
14,5.976111,0.236149,0.039516,0.002065,0.004966,0.000000,0.001090,0.000723,0.019697,0.002363,0.000000,0.000000,0.000771,0.002528,0.000088,0.551400,0.000630,0.001233,0.004129,0.005217,0.001696,0.000186,0.000023,0.000000,0.001558,0.000867,0.002401,0.000076,0.000311,0.000518,0.000019,0.198761,0.000622,0.003389,0.000000,0.192673
2,5.976112,0.236046,0.039498,0.002061,0.004992,0.000000,0.001094,0.000723,0.019711,0.002362,0.000000,0.000000,0.000770,0.002524,0.000088,0.551601,0.000632,0.001232,0.004144,0.005212,0.001694,0.000186,0.000023,0.000000,0.001555,0.000868,0.002405,0.000077,0.000310,0.000519,0.000019,0.198635,0.000622,0.003394,0.000000,0.192546
27,5.976111,0.236150,0.039516,0.002065,0.004966,0.000000,0.001090,0.000723,0.019697,0.002363,0.000000,0.000000,0.000771,0.002528,0.000088,0.551398,0.000630,0.001233,0.004128,0.005217,0.001696,0.000186,0.000023,0.000000,0.001558,0.000867,0.002401,0.000076,0.000311,0.000518,0.000019,0.198762,0.000622,0.003389,0.000000,0.192674
22,5.976111,0.236150,0.039516,0.002065,0.004966,0.000000,0.001090,0.000723,0.019697,0.002363,0.000000,0.000000,0.000771,0.002528,0.000088,0.551399,0.000630,0.001233,0.004128,0.005217,0.001696,0.000186,0.000023,0.000000,0.001558,0.000867,0.002401,0.000076,0.000311,0.000518,0.000019,0.198762,0.000622,0.003389,0.000000,0.192674
2,5.976112,0.236046,0.039498,0.002061,0.004992,0.000000,0.001094,0.000723,0.019711,0.002362,0.000000,0.000000,0.000770,0.002524,0.000088,0.551601,0.000632,0.001232,0.004144,0.005212,0.001694,0.000186,0.000023,0.000000,0.001555,0.000868,0.002405,0.000077,0.000310,0.000519,0.000019,0.198635,0.000622,0.003394,0.000000,0.192546
27,5.976111,0.236150,0.039516,0.002065,0.004966,0.000000,0.001090,0.000723,0.019697,0.002363,0.000000,0.000000,0.000771,0.002528,0.000088,0.551398,0.000630,0.001233,0.004128,0.005217,0.001696,0.000186,0.000023,0.000000,0.001558,0.000867,0.002401,0.000076,0.000311,0.000518,0.000019,0.198762,0.000622,0.003389,0.000000,0.192674
22,5.976111,0.236150,0.039516,0.002065,0.004966,0.000000,0.001090,0.000723,0.019697,0.002363,0.000000,0.000000,0.000771,0.002528,0.000088,0.551399,0.000630,0.001233,0.004128,0.005217,0.001696,0.000186,0.000023,0.000000,0.001558,0.000867,0.002401,0.000076,0.000311,0.000518,0.000019,0.198762,0.000622,0.003389,0.000000,0.192674
2,5.976112,0.236046,0.039498,0.002061,0.004992,0.000000,0.001094,0.000723,0.019711,0.002362,0.000000,0.000000,0.000770,0.002524,0.000088,0.551601,0.000632,0.001232,0.004144,0.005212,0.001694,0.000186,0.000023,0.000000,0.001555,0.000868,0.002405,0.000077,0.000310,0.000519,0.000019,0.198635,0.000622,0.003394,0.000000,0.192546
9,5.976112,0.236124,0.039511,0.002064,0.004973,0.000000,0.001091,0.000723,0.019700,0.002362,0.000000,0.000000,0.000771,0.002527,0.000088,0.551451,0.000631,0.001233,0.004132,0.005216,0.001695,0.000186,0.000023,0.000000,0.001557,0.000867,0.002402,0.000076,0.000311,0.000518,0.000019,0.198730,0.000622,0.003390,0.000000,0.192642
17,5.976111,0.236067,0.039502,0.002062,0.004987,0.000000,0.001094,0.000723,0.019707,0.002362,0.000000,0.000000,0.000770,0.002525,0.000088,0.551563,0.000632,0.001232,0.004141,0.005213,0.001694,0.000186,0.000023,0.000000,0.001555,0.000867,0.002404,0.000076,0.000310,0.000519,0.000019,0.198660,0.000622,0.003393,0.000000,0.192572
2,5.976112,0.236046,0.039498,0.002061,0.004992,0.000000,0.001094,0.000723,0.019711,0.002362,0.000000,0.000000,0.000770,0.002524,0.000088,0.551601,0.000632,0.001232,0.004144,0.005212,0.001694,0.000186,0.000023,0.000000,0.001555,0.000868,0.002405,0.000077,0.000310,0.000519,0.000019,0.198635,0.000622,0.003394,0.000000,0.192546
9,5.976112,0.236124,0.039511,0.002064,0.004973,0.000000,0.001091,0.000723,0.019700,0.002362,0.000000,0.000000,0.000771,0.002527,0.000088,0.551451,0.000631,0.001233,0.004132,0.005216,0.001695,0.000186,0.000023,0.000000,0.001557,0.000867,0.002402,0.000076,0.000311,0.000518,0.000019,0.198730,0.000622,0.003390,0.000000,0.192642
22,5.976112,0.236124,0.039511,0.002064,0.004973,0.000000,0.001091,0.000723,0.019700,0.002362,0.000000,0.000000,0.000771,0.002527,0.000088,0.551451,0.000631,0.001233,0.004132,0.005216,0.001695,0.000186,0.000023,0.000000,0.001557,0.000867,0.002402,0.000076,0.000311,0.000518,0.000019,0.198730,0.000622,0.003390,0.000000,0.192642
29,5.976112,0.236089,0.039506,0.002063,0.004982,0.000000,0.001092,0.000723,0.019705,0.002362,0.000000,0.000000,0.000770,0.002526,0.000088,0.551517,0.000632,0.001232,0.004138,0.005214,0.001695,0.000186,0.000023,0.000000,0.001556,0.000867,0.002403,0.000076,0.000311,0.000519,0.000019,0.198688,0.000622,0.003392,0.000000,0.192599
28,5.976112,0.236106,0.039508,0.002063,0.004977,0.000000,0.001092,0.000723,0.019703,0.002362,0.000000,0.000000,0.000771,0.002526,0.000088,0.551485,0.000631,0.001233,0.004135,0.005215,0.001695,0.000186,0.000023,0.000000,0.001557,0.000867,0.002403,0.000076,0.000311,0.000519,0.000019,0.198708,0.000622,0.003391,0.000000,0.192620
2,5.976112,0.236046,0.039498,0.002061,0.004992,0.000000,0.001094,0.000723,0.019711,0.002362,0.000000,0.000000,0.000770,0.002524,0.000088,0.551601,0.000632,0.001232,0.004144,0.005212,0.001694,0.000186,0.000023,0.000000,0.001555,0.000868,0.002405,0.000077,0.000310,0.000519,0.000019,0.198635,0.000622,0.003394,0.000000,0.192546
29,5.976112,0.236089,0.039506,0.002063,0.004982,0.000000,0.001092,0.000723,0.019705,0.002362,0.000000,0.000000,0.000770,0.002526,0.000088,0.551517,0.000632,0.001232,0.004138,0.005214,0.001695,0.000186,0.000023,0.000000,0.001556,0.000867,0.002403,0.000076,0.000311,0.000519,0.000019,0.198688,0.000622,0.003392,0.000000,0.192599
28,5.976112,0.236106,0.039508,0.002063,0.004977,0.000000,0.001092,0.000723,0.019703,0.002362,0.000000,0.000000,0.000771,0.002526,0.000088,0.551485,0.000631,0.001233,0.004135,0.005215,0.001695,0.000186,0.000023,0.000000,0.001557,0.000867,0.002403,0.000076,0.000311,0.000519,0.000019,0.198708,0.000622,0.003391,0.000000,0.192620
2,5.976112,0.236046,0.039498,0.002061,0.004992,0.000000,0.001094,0.000723,0.019711,0.002362,0.000000,0.000000,0.000770,0.002524,0.000088,0.551601,0.000632,0.001232,0.004144,0.005212,0.001694,0.000186,0.000023,0.000000,0.001555,0.000868,0.002405,0.000077,0.000310,0.000519,0.000019,0.198635,0.000622,0.003394,0.000000,0.192546
29,5.976112,0.236089,0.039506,0.002063,0.004982,0.000000,0.001092,0.000723,0.019705,0.002362,0.000000,0.000000,0.000770,0.002526,0.000088,0.551517,0.000632,0.001232,0.004138,0.005214,0.001695,0.000186,0.000023,0.000000,0.001556,0.000867,0.002403,0.000076,0.000311,0.000519,0.000019,0.198688,0.000622,0.003392,0.000000,0.192599
12,5.976112,0.236090,0.039506,0.002063,0.004981,0.000000,0.001092,0.000723,0.019705,0.002362,0.000000,0.000000,0.000770,0.002526,0.000088,0.551517,0.000632,0.001232,0.004138,0.005214,0.001695,0.000186,0.000023,0.000000,0.001556,0.000867,0.002403,0.000076,0.000311,0.000519,0.000019,0.198688,0.000622,0.003392,0.000000,0.192600
28,5.976112,0.236106,0.039508,0.002063,0.004977,0.000000,0.001092,0.000723,0.019703,0.002362,0.000000,0.000000,0.000771,0.002526,0.000088,0.551485,0.000631,0.001233,0.004135,0.005215,0.001695,0.000186,0.000023,0.000000,0.001557,0.000867,0.002403,0.000076,0.000311,0.000519,0.000019,0.198708,0.000622,0.003391,0.000000,0.192620
29,5.976112,0.236089,0.039506,0.002063,0.004982,0.000000,0.001092,0.000723,0.019705,0.002362,0.000000,0.000000,0.000770,0.002526,0.000088,0.551517,0.000632,0.001232,0.004138,0.005214,0.001695,0.000186,0.000023,0.000000,0.001556,0.000867,0.002403,0.000076,0.000311,0.000519,0.000019,0.198688,0.000622,0.003392,0.000000,0.192599
2,5.976112,0.236094,0.039506,0.002063,0.004980,0.000000,0.001092,0.000723,0.019704,0.002362,0.000000,0.000000,0.000770,0.002526,0.000088,0.551509,0.000631,0.001233,0.004137,0.005214,0.001695,0.000186,0.000023,0.000000,0.001556,0.000867,0.002403,0.000076,0.000311,0.000519,0.000019,0.198693,0.000622,0.003391,0.000000,0.192605
12,5.976112,0.236090,0.039506,0.002063,0.004981,0.000000,0.001092,0.000723,0.019705,0.002362,0.000000,0.000000,0.000770,0.002526,0.000088,0.551517,0.000632,0.001232,0.004138,0.005214,0.001695,0.000186,0.000023,0.000000,0.001556,0.000867,0.002403,0.000076,0.000311,0.000519,0.000019,0.198688,0.000622,0.003392,0.000000,0.192600
2,5.976112,0.236094,0.039506,0.002063,0.004980,0.000000,0.001092,0.000723,0.019704,0.002362,0.000000,0.000000,0.000770,0.002526,0.000088,0.551509,0.000631,0.001233,0.004137,0.005214,0.001695,0.000186,0.000023,0.000000,0.001556,0.000867,0.002403,0.000076,0.000311,0.000519,0.000019,0.198693,0.000622,0.003391,0.000000,0.192605
