#vertexList: -1
#vertexList: 0
#vertexList: 1
0 ABCB4
#vertexList: 2
1 ABCB4F
#vertexList: 3
2 AEDU3
3 AEDU3F
6 AGRO3
9 ALMI11B
#vertexList: 4
4 AGEN11
#vertexList: 5
5 AGEN11F
#vertexList: 6
7 ALLL3
#vertexList: 7
8 ALLL3F
#edgeList: -1
0 1 0.9700347893683194
1 0 0.9700347893683194
0 2 0.6722092885369024
2 0 0.6722092885369024
0 3 0.6731724503158858
3 0 0.6731724503158858
0 4 0.6888795556844085
4 0 0.6888795556844085
0 5 0.6857379824697267
5 0 0.6857379824697267
0 6 0.449914395051266
6 0 0.449914395051266
0 7 0.762279446390801
7 0 0.762279446390801
0 8 0.7594720229643912
8 0 0.7594720229643912
0 9 0.009312510895096517
9 0 0.009312510895096517
1 2 0.6683332659798368
2 1 0.6683332659798368
1 3 0.6708957264221069
3 1 0.6708957264221069
1 4 0.6911451902336286
4 1 0.6911451902336286
1 5 0.6880723416663408
5 1 0.6880723416663408
1 6 0.44515155774056986
6 1 0.44515155774056986
1 7 0.755618317589624
7 1 0.755618317589624
1 8 0.7539067745042213
8 1 0.7539067745042213
1 9 -1.2080961549080546E-4
9 1 -1.2080961549080546E-4
2 3 0.9954589768336664
3 2 0.9954589768336664
2 4 0.7916330638119365
4 2 0.7916330638119365
2 5 0.8015492634067571
5 2 0.8015492634067571
2 6 0.8317179354997637
6 2 0.8317179354997637
2 7 0.9260954967345745
7 2 0.9260954967345745
2 8 0.926388248290018
8 2 0.926388248290018
3 4 0.7976255651189651
4 3 0.7976255651189651
3 5 0.8074627122915885
5 3 0.8074627122915885
3 6 0.8309817836566967
6 3 0.8309817836566967
3 7 0.923253915187269
7 3 0.923253915187269
3 8 0.9242298360394542
8 3 0.9242298360394542
4 5 0.9876444883384061
5 4 0.9876444883384061
4 6 0.6177240523193137
6 4 0.6177240523193137
4 7 0.7783322086532491
7 4 0.7783322086532491
4 8 0.7735074269012822
8 4 0.7735074269012822
4 9 -0.38449460355492115
9 4 -0.38449460355492115
5 6 0.6243395062689254
6 5 0.6243395062689254
5 7 0.7846220569466281
7 5 0.7846220569466281
5 8 0.7818580222414547
8 5 0.7818580222414547
5 9 -0.3925323157740934
9 5 -0.3925323157740934
6 7 0.7541703827972425
7 6 0.7541703827972425
6 8 0.7643914685040855
8 6 0.7643914685040855
7 8 0.9898720454528566
8 7 0.9898720454528566
7 9 -0.4335285270727758
9 7 -0.4335285270727758
8 9 -0.4343751271825172
9 8 -0.4343751271825172
0 0 1.0
1 1 1.0
2 2 1.0
3 3 1.0
4 4 1.0
5 5 1.0
6 6 1.0
7 7 1.0
8 8 1.0
9 9 1.0
#edgeList: 0
#edgeList: 1
#edgeList: 2
#edgeList: 3
2 9 -0.6066213388497944
9 2 -0.6066213388497944
3 9 -0.6092095862172789
9 3 -0.6092095862172789
6 9 -0.6580206198734314
9 6 -0.6580206198734314
#edgeList: 4
#edgeList: 5
#edgeList: 6
#edgeList: 7
